E,DOS,dDOS,Velocity,dVelocity
0.249083,0.011302600000000001,0.00779112,3243.760677271056,745.3320206790447
0.498167,0.043363,0.0236975,3289.190765066967,599.1728463867692
0.74725,0.0961673,0.0379824,3305.0675519388105,435.1271485245994
0.996333,0.176966,0.049363199999999996,3267.2717979127074,303.7957683045656
1.24542,0.291283,0.060307000000000006,3211.0793900235017,221.6103657877927
1.4945,0.43412799999999996,0.0733775,3174.462584527635,178.85686703056803
1.74358,0.596704,0.0860177,3164.126235305814,152.04680508938657
1.9926700000000002,0.771836,0.0942815,3174.3936145427333,129.25968206497905
2.24175,0.9598690000000001,0.100702,3193.005470252002,111.66948403050858
2.49083,1.1692200000000001,0.1137,3207.324085339704,103.9730308936136
2.73992,1.39175,0.13027,3224.905878560567,100.62748636314579
2.989,1.60998,0.13964200000000002,3255.5370976029785,94.13276634833687
3.23808,1.8572,0.151807,3274.2941341374953,89.22343306413953
3.48717,2.19035,0.17464000000000002,3256.0403118415607,86.54672001307647
3.73625,2.57701,0.195164,3229.4664936265967,81.53623396977514
3.9853300000000003,2.9559599999999997,0.218944,3220.7390595342727,79.52961989109846
4.23442,3.33775,0.251828,3220.501844455945,81.00474450461451
4.4835,3.69714,0.26815300000000003,3233.4663785215944,78.18556204580851
4.7325800000000005,4.03613,0.292906,3255.5356809669456,78.76385424058965
4.981669999999999,4.45277,0.329475,3260.2588420387515,80.42355729911715
5.23075,4.91224,0.358618,3259.5800343910955,79.33316700536409
5.479830000000001,5.30748,0.372792,3276.6304829488363,76.7275428521338
5.72892,5.75328,0.41566499999999995,3285.6568211857293,79.13927837962336
5.978,6.35754,0.45589399999999997,3269.5383738268,78.16351955422003
6.22708,6.90896,0.46611199999999997,3267.8662240764097,73.50097353208638
6.47617,7.314610000000001,0.507946,3291.248196383006,76.19634699674492
6.72525,7.78826,0.555977,3305.2502028296562,78.6618576759201
6.97433,8.42206,0.593133,3299.1932146416098,77.46165248372253
7.22342,9.173630000000001,0.655475,3282.416626962149,78.19013648370606
7.4725,10.042,0.7233729999999999,3257.737414840357,78.23488838794894
7.72158,10.951,0.766624,3234.9312563306767,75.49874659686938
7.97067,11.6902,0.787261,3232.968236741859,72.5854729971433
8.21975,12.2293,0.8306049999999999,3250.7537473460357,73.60838071283273
8.46883,12.686,0.894013,3275.8165543869573,76.96333238037604
8.71792,12.9994,0.937874,3312.681502545366,79.67883712836387
8.967,13.2969,0.965607,3350.118567541252,81.10571853764621
9.21608,14.1174,1.0316100000000001,3344.450579819029,81.47532953833934
9.46517,15.5922,1.08901,3293.5329475047934,76.68896005127894
9.71425,16.9653,1.15116,3258.1009388934394,73.70366253750741
9.963330000000001,17.6341,1.20169,3271.127276963391,74.31669126355554
10.2124,18.1686,1.24716,3292.48336205494,75.3482287465946
10.4615,19.3972,1.33215,3273.6216979791297,74.9533858769044
10.7106,20.8419,1.4105,3246.701013354388,73.2535782366365
10.9597,21.5214,1.46823,3261.7785320294765,74.18697472203725
11.2087,22.0278,1.46587,3285.4282540131717,72.89026849398853
11.4578,23.6968,1.61753,3253.7420701725287,74.04492589718147
11.7069,25.7855,1.74436,3209.0879441088014,72.37573774973926
11.956,26.4704,1.7015200000000001,3226.135730455789,69.1381513811463
12.2051,26.6976,1.74678,3261.4872592953734,71.14386778176005
12.4542,28.5707,1.869,3231.834621311248,70.4844595311313
12.7032,31.4682,2.0361599999999997,3171.005452659612,68.40605054311682
12.9523,33.6776,2.1344,3140.4827873584154,66.35779689693237
13.2014,34.9819,2.1856400000000002,3140.588681096512,65.4198492016121
13.4505,35.8947,2.24263,3152.7851441563726,65.67270720279598
13.6996,36.1948,2.23778,3182.7466014658603,65.60520632040948
13.9487,36.1584,2.24484,3222.292446107326,66.69687134334991
14.1977,37.1677,2.3953,3230.7421669935034,69.41521794878493
14.4468,38.9355,2.47371,3218.187822821089,68.16710909487078
14.6959,40.5596,2.5653200000000003,3211.035472052203,67.71021401458528
14.945,42.5665,2.6402200000000002,3195.362723356983,66.07798938540732
15.1941,45.5172,2.7743900000000004,3159.393155884488,64.2041603821005
15.4432,49.9855,3.01061,3095.6775378441534,62.16355524975142
15.6922,55.9182,3.25271,3014.049364682463,58.45460722888097
15.9413,61.1854,3.39265,2955.8252468896094,54.64570459368718
