E,DOS,dDOS,Velocity,dVelocity
0.247763,0.00871371,0.00858787,3482.8080225366207,1144.1707553463657
0.49552700000000005,0.033781900000000004,0.026114299999999997,3519.301389221788,906.838295246995
0.74329,0.0758512,0.041758300000000005,3521.7428718976607,646.2750525369485
0.9910540000000001,0.14082,0.0541139,3471.2271616034227,444.63905398468216
1.23882,0.229877,0.0667172,3420.94875097482,330.9557536278363
1.48658,0.334286,0.0795922,3409.775064501543,270.6202311854199
1.7343400000000002,0.44789799999999996,0.08976110000000001,3427.699350729465,228.9788661266094
1.9821099999999998,0.571267,0.0980804,3454.9761910891098,197.7304514621417
2.22987,0.7139770000000001,0.108222,3469.481362007819,175.30051262280503
2.47763,0.878985,0.118913,3472.7225110924464,156.60565139541697
2.7254,1.0629600000000001,0.131995,3473.394641565465,143.77592482961694
2.97316,1.2683200000000001,0.141192,3470.3678407017155,128.780869214886
3.22092,1.50064,0.171713,3460.9930097492993,132.01434459527366
3.46869,1.76206,0.187136,3446.749312120943,122.02322655439067
3.71645,2.02034,0.213311,3448.130110630394,121.358107958103
3.96421,2.2201400000000002,0.22233000000000003,3488.3274933660073,116.44833564373285
4.2119800000000005,2.3761200000000002,0.24141500000000002,3550.9210233140016,120.26372865251324
4.45974,2.63175,0.274169,3565.3137379568398,123.81358815853423
4.7075,3.10938,0.31758600000000003,3496.2989124108417,119.04020723556819
4.95527,3.70166,0.355978,3413.6498839457763,109.432315770425
5.20303,4.15515,0.378436,3393.2426791504927,103.02036369047859
5.4508,4.45311,0.41139799999999993,3420.2561044172267,105.33171001255056
5.69856,4.77059,0.42427600000000004,3443.174145774282,102.07959424302058
5.94632,5.126,0.47084799999999993,3458.4294461997392,105.8968568057682
6.19409,5.38807,0.490494,3495.2657447646175,106.06769078733718
6.44185,5.58997,0.504123,3544.1343978066147,106.54672605995677
6.689610000000001,6.05019,0.571749,3539.841349620935,111.51182778242084
6.93738,6.80404,0.659457,3487.5007217997954,112.67656066565783
7.18514,7.7165,0.711232,3423.3894331981683,105.18385794546084
7.4329,8.31845,0.752352,3415.0546612752632,102.96250067857659
7.68067,8.56381,0.728459,3456.8722673338502,98.0228463424846
7.9284300000000005,8.843580000000001,0.8383299999999999,3493.1858912140856,110.38477992936319
8.17619,9.36842,0.8561559999999999,3497.718081688172,106.5549461993951
8.423960000000001,10.1159,0.9341879999999999,3477.8882585763167,107.0649095221449
8.67172,11.2801,0.983474,3419.312421935172,99.37869686938305
8.91948,12.5363,1.09581,3363.639945887263,98.01213109882494
9.16725,13.3962,1.0797700000000001,3350.722372523626,90.03203211300232
9.41501,13.8076,1.1415,3376.608641407538,93.05633097095641
9.66277,13.8858,1.19826,3429.128258469153,98.64362037078239
9.91054,14.2049,1.161,3461.187196225024,94.30338258957094
10.1583,15.1577,1.28309,3443.307882696473,97.16409769026718
10.4061,16.3514,1.35569,3411.771617863813,94.2958796567776
10.6538,17.001,1.46231,3420.9847659973516,98.08924976829185
10.9016,17.1485,1.4563700000000002,3463.83916915338,98.06392656241829
11.1494,17.905,1.56912,3465.8983838836334,101.25161856158279
11.3971,19.7095,1.71325,3406.2561713989094,98.70227798009863
11.6449,21.2476,1.79381,3369.976076952044,94.8417754488466
11.8926,21.6941,1.7801900000000002,3393.9877067189377,92.8416594186674
12.1404,22.3525,1.8707799999999999,3406.849110578507,95.05091349508325
12.3882,23.5103,1.89415,3395.411000658322,91.1921696900907
12.6359,24.5164,1.9992299999999998,3392.799198878824,92.23006099370244
12.8837,26.0395,2.0876099999999997,3368.6492338399835,90.02887411055103
13.1315,28.2996,2.39513,3318.3515661356237,93.6218785368029
13.3792,30.2801,2.44234,3285.0395187680197,88.32798987616275
13.627,31.4337,2.39761,3284.2882925372137,83.50967809554763
13.8748,30.6233,2.3425599999999998,3353.0505000935527,85.50492575434956
14.1225,30.017,2.30672,3415.5309895829982,87.49793942855682
14.3703,31.6253,2.6555299999999997,3395.7726650934746,95.05211059900289
14.618,33.596,2.67781,3366.167457114122,89.4411882603673
14.8658,34.6137,2.72078,3370.407802928052,88.31579493722768
15.1136,35.9369,2.8835599999999997,3365.4102654929225,90.01930253898905
15.3613,39.0694,3.1713299999999998,3308.6132367920354,89.5280752742643
15.6091,43.2329,3.1017900000000003,3233.1068328378947,77.3276789093342
15.8569,46.6311,3.3517099999999997,3185.8591725509596,76.33682732655127
16.1046,47.8891,3.42581,3190.5141332562102,76.08593645188874
16.3524,48.426,3.61657,3211.2028332198947,79.94659494679635
16.6001,50.1015,3.5758,3206.9818072657686,76.3020639290203
16.8479,51.7665,3.8525300000000002,3203.7148384101247,79.48135856671452
17.0957,52.9114,4.1799800000000005,3211.548197014862,84.57648019509163
17.3434,54.2499,4.09796,3215.6056467219673,80.97383663777325
17.5912,57.5065,4.263319999999999,3183.6911857316813,78.68218399548456
17.839,62.3939,4.4435,3127.3217290117136,74.24600311492885
18.0867,66.0185,4.4073199999999995,3097.3523211644065,68.9322332282655
18.3345,68.0679,4.494669999999999,3093.8899808323827,68.10580153152745
18.5823,69.8977,4.69191,3094.223065837972,69.24058606379636
18.83,73.1708,4.95763,3074.4012530837017,69.4413858599168
19.0778,77.398,4.98197,3043.7937281132886,65.31496960462702
19.3255,79.8294,5.47619,3038.5925863158895,69.48780500227453
19.5733,79.9618,5.070469999999999,3062.8198331022163,64.74626036545625
19.8211,83.1786,5.38627,3048.275642638063,65.80461093376574
20.0688,90.6695,5.89065,2986.529433467856,64.68358289994448
20.3166,95.3031,5.90129,2961.451426926129,61.13283053065628
20.5644,95.8665,6.04071,2979.6231563881447,62.59082266283022
20.8121,96.7097,6.10003,2994.7473792200144,62.97239807858696
21.0599,103.182,6.15934,2953.9909387769326,58.78591051908377
21.3077,110.85799999999999,6.51408,2906.7541791555363,56.94164017191207
21.5554,113.05,6.27364,2910.1819201103667,53.8408211166565
21.8032,112.64399999999999,6.8665199999999995,2935.961845100171,59.66376091170445
22.0509,114.07700000000001,6.637580000000001,2945.7176631667353,57.13990902787823
22.2987,120.26100000000001,7.274719999999999,2915.978801512952,58.80418634305578
22.5465,125.838,7.559139999999999,2893.4884718390817,57.9449381280031
22.7942,124.059,6.89088,2928.5079940674304,54.22945217953218
23.042,120.78,7.2847100000000005,2976.1492679444127,59.84180416846766
23.2898,120.27,7.35372,3001.6796341637437,61.18505992632126
23.5375,118.684,7.26745,3036.330904525966,61.98264362189328
23.7853,115.745,7.308730000000001,3083.2680228991253,64.90511942289434
24.0331,113.564,7.0381100000000005,3124.3947898216356,64.5522146838876
24.2808,111.839,7.38243,3161.917291802351,69.57935242746461
24.5286,111.64,7.293819999999999,3185.2840553234664,69.3758205827201
24.7763,115.685,7.740819999999999,3168.8733823866287,70.68665164508239
25.0241,119.889,7.51386,3152.236558964198,65.86145215641432
25.2719,119.756,7.84693,3174.1864884099223,69.33610154225339
25.5196,116.85799999999999,7.9066600000000005,3221.088780271461,72.65390331852905
25.7674,114.477,7.59961,3264.2287772868285,72.23987075036564
26.0152,115.27799999999999,8.01331,3277.4965097163426,75.94988751867231
26.2629,116.26100000000001,8.148439999999999,3288.9457111536803,76.84504079174717
